item_id,p_class_0,p_class_1,p_class_2,credit,agent_id
mhs_4602_0,0.9999999988134725,1.1684474195733129e-09,1.8080147885410032e-11,6.023038576720664e-10,0
mhs_2364_0,8.754245213447207e-14,1.5531197061417474e-09,0.9999999984467927,0.9999999992233525,0
mhs_12271_0,0.9999999999909268,4.432470381754987e-12,4.640780690717945e-12,6.857015881595439e-12,0
mhs_10724_0,0.9999999987162902,1.2109307948890732e-09,7.27792228415577e-11,6.782446202860943e-10,0
mhs_18799_0,9.121856478211057e-08,0.3160459788363989,0.6839539299450363,0.8419769193632358,0
mhs_16224_0,0.7342634621500235,0.26573653784315315,6.823342917241059e-12,0.13286826892839992,0
mhs_13831_0,3.913357499529729e-09,1.5080867669395684e-09,0.9999999945785556,0.999999995332599,0
mhs_14327_0,2.9114993968958783e-12,1.7352504514072084e-10,0.9999999998235634,0.9999999999103258,0
mhs_15414_0,0.9999999966908413,3.202354947951776e-09,1.0680373064535364e-10,1.7079812046212417e-09,0
mhs_1479_0,0.9999998587219767,1.3239681736032185e-07,8.881205788604817e-09,7.507961446876574e-08,0
mhs_8393_0,4.0128044432599805e-11,8.178885315640566e-10,0.9999999991419835,0.9999999995509277,0
mhs_19639_0,0.9999999996815414,4.432470384035727e-12,3.1402616402782e-10,3.1624239921983786e-10,0
mhs_6185_0,5.345516413388642e-13,0.9999999932586219,6.740843667648146e-09,0.5000000033701546,0
mhs_17609_0,0.4844677728856042,0.14362117709627698,0.3719110500181187,0.4437216385662572,0
mhs_7903_0,0.7458766441027095,0.2541233558426283,5.466212658783256e-11,0.12706167797597628,0
mhs_14257_0,0.7322621097990083,0.26773789019795474,3.036943970694389e-12,0.1338689451020143,0
mhs_14080_0,1.176494712395558e-06,2.4864692578469496e-13,0.9999988235050389,0.9999988235051632,0
mhs_5599_0,0.9999998482666238,1.4219375734588813e-07,9.539618794303797e-09,8.063649746724786e-08,0
mhs_17796_0,0.7350396474456268,0.26496035255089984,3.4734153707944616e-12,0.13248017627892333,0
mhs_1878_0,0.9999999971666951,2.5799939524863936e-09,2.5331085095882097e-10,1.5433078272020177e-09,0
mhs_8619_0,0.9999999997134561,5.874056841340888e-13,2.8595661061251557e-10,2.862503134545826e-10,0
mhs_5606_0,0.7278197385766992,0.2721802614196017,3.6990403605153495e-12,0.1360901307134999,0
mhs_17728_0,0.9999999597217463,4.027793338999232e-08,3.2048886344505156e-13,2.0139287183859603e-08,0
mhs_13836_0,0.999999982743269,1.589757953120415e-08,1.3591516792398967e-09,9.307941444841971e-09,0
mhs_6964_0,0.5689880176642055,0.0018549590791427217,0.42915702325665184,0.4300845027962232,0
mhs_14134_0,0.9999999998285543,1.532882296077585e-10,1.8157474710797784e-11,9.480158951467703e-11,0
mhs_6634_0,0.9999999987312407,1.2588761294634224e-09,9.883125555292683e-12,6.393211902870039e-10,0
