item_id,ambiguity,predicted_class,confidence
cnn_227_sent2_CNN,0.4996156504977187,1,0.5003843495022813
xsum_171_sent0_XSUM,0.49647530940362516,1,0.5035246905963748
cnn_143_sent0_CNN,0.4770684864142485,1,0.5229315135857515
cnn_21_sent1_CNN,0.4768247491930324,1,0.5231752508069676
cnn_65_sent2_CNN,0.47307416470822494,0,0.5269258352917751
cnn_81_sent2_CNN,0.46968366037109,0,0.53031633962891
cnn_111_sent0_CNN,0.4662474506224432,0,0.5337525493775568
cnn_87_sent1_CNN,0.4654034995172125,0,0.5345965004827875
xsum_28_sent0_XSUM,0.4619461796702794,0,0.5380538203297206
cnn_115_sent0_CNN,0.4601580040961617,0,0.5398419959038383
cnn_115_sent1_CNN,0.4601580040961617,0,0.5398419959038383
cnn_115_sent2_CNN,0.4601580040961617,0,0.5398419959038383
cnn_22_sent1_CNN,0.4584495356674676,0,0.5415504643325324
xsum_168_sent0_XSUM,0.4573107712642528,0,0.5426892287357472
cnn_8_sent2_CNN,0.45185979241356355,0,0.5481402075864364
cnn_8_sent1_CNN,0.45185979241356355,0,0.5481402075864364
cnn_135_sent2_CNN,0.45011128439802806,0,0.549888715601972
cnn_152_sent2_CNN,0.44651657125139976,1,0.5534834287486002
cnn_93_sent1_CNN,0.444288379570109,1,0.555711620429891
xsum_31_sent0_XSUM,0.440556698641125,1,0.559443301358875
cnn_64_sent0_CNN,0.43536125513020785,1,0.5646387448697922
xsum_208_sent0_XSUM,0.43021815159062504,0,0.569781848409375
xsum_164_sent0_XSUM,0.42986046989417626,0,0.5701395301058237
cnn_220_sent2_CNN,0.42740099609940374,1,0.5725990039005963
xsum_1_sent0_XSUM,0.4199035876188877,1,0.5800964123811123
cnn_80_sent1_CNN,0.41762715666372574,1,0.5823728433362743
xsum_184_sent0_XSUM,0.4146328720438097,1,0.5853671279561903
cnn_159_sent1_CNN,0.4129565338604799,0,0.5870434661395201
cnn_104_sent0_CNN,0.4129565338604798,0,0.5870434661395202
cnn_58_sent0_CNN,0.41280325452282696,1,0.587196745477173
xsum_40_sent0_XSUM,0.4095351225768331,1,0.5904648774231669
xsum_15_sent0_XSUM,0.4095351225768331,1,0.5904648774231669
cnn_137_sent0_CNN,0.4050393328443024,1,0.5949606671556976
xsum_123_sent0_XSUM,0.39666845666151385,1,0.6033315433384862
xsum_188_sent0_XSUM,0.3917139861098293,1,0.6082860138901707
xsum_97_sent0_XSUM,0.3917139861098291,1,0.6082860138901709
cnn_138_sent1_CNN,0.3887034539132478,1,0.6112965460867522
cnn_61_sent1_CNN,0.38525432010547855,0,0.6147456798945214
xsum_127_sent0_XSUM,0.3844713403762736,0,0.6155286596237264
cnn_161_sent2_CNN,0.38375282347937256,1,0.6162471765206274
cnn_161_sent1_CNN,0.38375282347937256,1,0.6162471765206274
xsum_109_sent0_XSUM,0.3830364640011025,0,0.6169635359988975
cnn_143_sent2_CNN,0.37791332883261586,0,0.6220866711673841
cnn_143_sent1_CNN,0.37791332883261586,0,0.6220866711673841
cnn_41_sent1_CNN,0.3719770500801254,1,0.6280229499198746
cnn_126_sent2_CNN,0.37113032035230886,0,0.6288696796476911
cnn_121_sent2_CNN,0.3706175168103989,1,0.6293824831896011
xsum_95_sent0_XSUM,0.325501031432457,1,0.674498968567543
cnn_93_sent2_CNN,0.32390205294116636,0,0.6760979470588336
cnn_116_sent0_CNN,0.3200582183038976,1,0.6799417816961024
cnn_84_sent0_CNN,0.3196239917422775,0,0.6803760082577225
cnn_56_sent2_CNN,0.29785842262770157,0,0.7021415773722984
cnn_56_sent0_CNN,0.29785842262770157,0,0.7021415773722984
xsum_52_sent0_XSUM,0.29785550133994465,0,0.7021444986600553
cnn_109_sent0_CNN,0.29735631653639283,0,0.7026436834636072
xsum_159_sent0_XSUM,0.28925800142945157,0,0.7107419985705484
cnn_167_sent0_CNN,0.28814596075448706,1,0.7118540392455129
xsum_151_sent0_XSUM,0.28761764225596265,1,0.7123823577440374
cnn_107_sent2_CNN,0.28533282715221897,0,0.714667172847781
cnn_107_sent1_CNN,0.28533282715221897,0,0.714667172847781
xsum_173_sent0_XSUM,0.28001596687265096,0,0.719984033127349
cnn_140_sent0_CNN,0.27489106825724896,1,0.725108931742751
xsum_136_sent0_XSUM,0.27264061323130717,1,0.7273593867686928
cnn_147_sent1_CNN,0.27197376267231543,1,0.7280262373276846
cnn_147_sent0_CNN,0.27197376267231543,1,0.7280262373276846
cnn_96_sent2_CNN,0.2714333309948047,1,0.7285666690051953
cnn_96_sent0_CNN,0.2714333309948047,1,0.7285666690051953
cnn_83_sent0_CNN,0.26400905990303625,1,0.7359909400969638
cnn_83_sent2_CNN,0.26400905990303625,1,0.7359909400969638
cnn_110_sent2_CNN,0.2628259267206947,0,0.7371740732793053
xsum_45_sent0_XSUM,0.2582324272673071,0,0.7417675727326929
xsum_157_sent0_XSUM,0.25641011929784097,0,0.743589880702159
xsum_46_sent0_XSUM,0.2547635842736553,1,0.7452364157263447
cnn_69_sent1_CNN,0.24807043932340578,0,0.7519295606765942
cnn_69_sent0_CNN,0.24807043932340578,0,0.7519295606765942
cnn_29_sent1_CNN,0.2443538740267006,0,0.7556461259732994
xsum_122_sent0_XSUM,0.23643256557440273,0,0.7635674344255973
cnn_110_sent3_CNN,0.23557447118695063,1,0.7644255288130494
cnn_110_sent0_CNN,0.23557447118695063,1,0.7644255288130494
cnn_118_sent0_CNN,0.23477375995785488,1,0.7652262400421451
xsum_47_sent0_XSUM,0.23312667782252072,1,0.7668733221774793
cnn_160_sent0_CNN,0.2316493776543096,1,0.7683506223456904
cnn_164_sent1_CNN,0.22896778233065762,1,0.7710322176693424
xsum_84_sent0_XSUM,0.22822266005531155,1,0.7717773399446884
cnn_188_sent0_CNN,0.21339859192855215,1,0.7866014080714478
xsum_82_sent0_XSUM,0.20870269662437624,0,0.7912973033756238
cnn_18_sent2_CNN,0.20663922070308782,1,0.7933607792969122
cnn_148_sent0_CNN,0.20397165811612217,0,0.7960283418838778
cnn_165_sent1_CNN,0.19904032127093352,0,0.8009596787290665
xsum_187_sent0_XSUM,0.19782600779765214,0,0.8021739922023479
cnn_140_sent2_CNN,0.19742118664177366,1,0.8025788133582263
cnn_140_sent1_CNN,0.19742118664177366,1,0.8025788133582263
xsum_189_sent0_XSUM,0.1971021299282495,0,0.8028978700717505
cnn_118_sent2_CNN,0.19566660972990757,0,0.8043333902700924
cnn_118_sent1_CNN,0.19566660972990757,0,0.8043333902700924
xsum_146_sent0_XSUM,0.19508717540494558,0,0.8049128245950544
cnn_52_sent1_CNN,0.19363768623001332,1,0.8063623137699867
cnn_53_sent0_CNN,0.19182376566176507,0,0.8081762343382349
xsum_144_sent0_XSUM,0.1881862491411549,1,0.8118137508588451
xsum_102_sent0_XSUM,0.18664780115825008,0,0.8133521988417499
xsum_23_sent0_XSUM,0.1830201618586984,0,0.8169798381413016
xsum_51_sent0_XSUM,0.1803966694126864,1,0.8196033305873136
cnn_164_sent0_CNN,0.1667148937744941,0,0.8332851062255059
cnn_213_sent2_CNN,0.1658906050220066,0,0.8341093949779934
cnn_54_sent0_CNN,0.1553663471918163,0,0.8446336528081837
xsum_222_sent0_XSUM,0.15112493719982623,0,0.8488750628001738
xsum_213_sent0_XSUM,0.151124937199826,0,0.848875062800174
cnn_165_sent2_CNN,0.14889168368832284,1,0.8511083163116772
cnn_27_sent1_CNN,0.1454404004876525,1,0.8545595995123475
cnn_166_sent0_CNN,0.14212279336850098,0,0.857877206631499
cnn_70_sent0_CNN,0.13816320261570703,0,0.861836797384293
cnn_222_sent0_CNN,0.13000138038822862,0,0.8699986196117714
xsum_110_sent0_XSUM,0.12861472830033827,1,0.8713852716996617
xsum_197_sent0_XSUM,0.12609404912488087,1,0.8739059508751191
cnn_156_sent2_CNN,0.12239215776833179,1,0.8776078422316682
cnn_38_sent1_CNN,0.12221487975366174,0,0.8777851202463383
cnn_70_sent1_CNN,0.11781588109788,1,0.88218411890212
cnn_70_sent2_CNN,0.11781588109788,1,0.88218411890212
cnn_122_sent0_CNN,0.1176193912405814,0,0.8823806087594186
cnn_114_sent1_CNN,0.1176193912405814,0,0.8823806087594186
xsum_85_sent0_XSUM,0.11457680691311023,1,0.8854231930868898
