item_id,p_class_0,p_class_1,p_class_2,credit,agent_id
mslr_Cochrane_CD002988_PX7SGV,0.945917283988983,0.05275522691472816,0.001327489096288894,0.027705102553652973,PX7SGV
mslr_Cochrane_CD001487_SPNXTA,0.25909586301081894,0.7392113659316057,0.0016927710575754,0.3712984540233783,SPNXTA
mslr_Cochrane_CD004787_PX7SGV,9.013365270736106e-06,0.0007773278202167347,0.9992136588145124,0.9996023227246208,PX7SGV
mslr_Cochrane_CD009275_PX7SGV,9.013365270736106e-06,0.0007773278202167347,0.9992136588145124,0.9996023227246208,PX7SGV
mslr_Cochrane_CD002282_SPNXTA,9.013365270736106e-06,0.0007773278202167347,0.9992136588145124,0.9996023227246208,SPNXTA
mslr_Cochrane_CD002282_8FWF5T,9.013365270736106e-06,0.0007773278202167347,0.9992136588145124,0.9996023227246208,8FWF5T
mslr_Cochrane_CD002282_PX7SGV,9.013365270736106e-06,0.0007773278202167347,0.9992136588145124,0.9996023227246208,PX7SGV
mslr_Cochrane_CD009202_8FWF5T,0.06644599087528621,0.8680356842395498,0.06551832488516388,0.49953616700493875,8FWF5T
mslr_Cochrane_CD009202_AQ85CE,9.013365270736106e-06,0.0007773278202167347,0.9992136588145124,0.9996023227246208,AQ85CE
mslr_Cochrane_CD002873_SPNXTA,0.006265183623231589,0.02884722164659355,0.9648875947301749,0.9793112055534717,SPNXTA
mslr_Cochrane_CD002873_8FWF5T,0.25909586301081894,0.7392113659316057,0.0016927710575754,0.3712984540233783,8FWF5T
mslr_Cochrane_CD002873_JB6Z8F,0.06644599087528621,0.8680356842395498,0.06551832488516388,0.49953616700493875,JB6Z8F
mslr_Cochrane_CD002873_AQ85CE,0.06644599087528621,0.8680356842395498,0.06551832488516388,0.49953616700493875,AQ85CE
mslr_Cochrane_CD002873_VNCH8M,9.013365270736106e-06,0.0007773278202167347,0.9992136588145124,0.9996023227246208,VNCH8M
mslr_Cochrane_CD002873_PX7SGV,9.013365270736106e-06,0.0007773278202167347,0.9992136588145124,0.9996023227246208,PX7SGV
mslr_Cochrane_CD008288_8FWF5T,0.006265183623231589,0.02884722164659355,0.9648875947301749,0.9793112055534717,8FWF5T
mslr_Cochrane_CD006033_SPNXTA,0.06644599087528621,0.8680356842395498,0.06551832488516388,0.49953616700493875,SPNXTA
mslr_Cochrane_CD003219_8FWF5T,0.06644599087528621,0.8680356842395498,0.06551832488516388,0.49953616700493875,8FWF5T
mslr_Cochrane_CD006883_VNCH8M,0.0010466078617131379,0.25609425847225087,0.742859133666036,0.8709062629021613,VNCH8M
mslr_Cochrane_CD007579_JB6Z8F,9.013365270736106e-06,0.0007773278202167347,0.9992136588145124,0.9996023227246208,JB6Z8F
mslr_Cochrane_CD008493_SPNXTA,0.0010466078617131379,0.25609425847225087,0.742859133666036,0.8709062629021613,SPNXTA
mslr_Cochrane_CD008493_8FWF5T,0.945917283988983,0.05275522691472816,0.001327489096288894,0.027705102553652973,8FWF5T
mslr_Cochrane_CD008493_JB6Z8F,0.0010466078617131379,0.25609425847225087,0.742859133666036,0.8709062629021613,JB6Z8F
mslr_Cochrane_CD008493_AQ85CE,0.06644599087528621,0.8680356842395498,0.06551832488516388,0.49953616700493875,AQ85CE
mslr_Cochrane_CD008493_VNCH8M,9.013365270736106e-06,0.0007773278202167347,0.9992136588145124,0.9996023227246208,VNCH8M
mslr_Cochrane_CD008493_PX7SGV,0.06644599087528621,0.8680356842395498,0.06551832488516388,0.49953616700493875,PX7SGV
mslr_Cochrane_CD008216_VNCH8M,0.06644599087528621,0.8680356842395498,0.06551832488516388,0.49953616700493875,VNCH8M
mslr_Cochrane_CD007979_JB6Z8F,0.9879573704303205,0.012033442865109345,9.186704570089317e-06,0.006025908137124762,JB6Z8F
mslr_Cochrane_CD006771_8FWF5T,0.06644599087528621,0.8680356842395498,0.06551832488516388,0.49953616700493875,8FWF5T
mslr_Cochrane_CD006771_JB6Z8F,0.006265183623231589,0.02884722164659355,0.9648875947301749,0.9793112055534717,JB6Z8F
mslr_Cochrane_CD008510_JB6Z8F,0.0010466078617131379,0.25609425847225087,0.742859133666036,0.8709062629021613,JB6Z8F
mslr_Cochrane_CD000972_JB6Z8F,0.06644599087528621,0.8680356842395498,0.06551832488516388,0.49953616700493875,JB6Z8F
mslr_Cochrane_CD003420_PX7SGV,0.06644599087528621,0.8680356842395498,0.06551832488516388,0.49953616700493875,PX7SGV
mslr_Cochrane_CD003700_SPNXTA,9.013365270736106e-06,0.0007773278202167347,0.9992136588145124,0.9996023227246208,SPNXTA
mslr_Cochrane_CD003700_8FWF5T,0.06644599087528621,0.8680356842395498,0.06551832488516388,0.49953616700493875,8FWF5T
mslr_Cochrane_CD003700_JB6Z8F,0.06644599087528621,0.8680356842395498,0.06551832488516388,0.49953616700493875,JB6Z8F
mslr_Cochrane_CD003700_AQ85CE,0.06644599087528621,0.8680356842395498,0.06551832488516388,0.49953616700493875,AQ85CE
mslr_Cochrane_CD003700_VNCH8M,0.0010466078617131379,0.25609425847225087,0.742859133666036,0.8709062629021613,VNCH8M
mslr_Cochrane_CD003700_PX7SGV,0.06644599087528621,0.8680356842395498,0.06551832488516388,0.49953616700493875,PX7SGV
